SubscriptionPlan,AgeGroup,Login,WatchTimeMinutes,ContentPreference,Location,HouseholdSize,PrimaryDevice,PaymentSubscriptionPlan,BillingCycle,IsAutoRenew,TenureDays,DaysSinceLastActivity,TotalLogins,TotalWatchTime,AvgWatchTime,LoginFrequency,ActivityRatio,Actual_Churned,LR_Churn_Probability,XGB_Churn_Probability,LR_Prediction,XGB_Prediction,Segment,SegmentName,Strategy,Offer,Channel
Basic,26-35,0,0,Sports,West,4,Smart TV,Basic,Monthly,True,93,47,44,1473,16.186813186813186,0.4731182795698925,0.9166666666666666,0,0.0012476927260026,9.042381e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,36-50,1,56,Sports,North,3,Mobile,Standard,Annually,True,106,47,64,4880,53.62637362637363,0.6037735849056604,1.3333333333333333,0,0.0002123760174374,3.948313e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,36-50,1,80,Sports,North,3,Mobile,Standard,Annually,True,84,47,64,4880,53.62637362637363,0.7619047619047619,1.3333333333333333,0,0.0024002888894413,1.5997551e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,1,57,Documentaries,Central,4,Mobile,Standard,Annually,True,96,47,55,3840,42.1978021978022,0.5729166666666666,1.1458333333333333,0,0.0011083253434276,2.1833786e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,36-50,0,0,Movies,West,1,Tablet,Basic,Monthly,True,102,47,40,1334,14.65934065934066,0.392156862745098,0.8333333333333334,0,0.0033923694324068,7.085233e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,36-50,1,63,TV Shows,East,4,Mobile,Standard,Monthly,True,47,47,59,4519,49.65934065934066,1.25531914893617,1.2291666666666667,0,0.3235261799856895,0.00044756598,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Premium,26-35,0,0,TV Shows,East,4,Web Browser,Premium,Monthly,True,90,47,65,7404,81.36263736263736,0.7222222222222222,1.3541666666666667,0,0.0054780961601587,4.36407e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,18-25,1,61,Documentaries,North,5,Smart TV,Standard,Monthly,False,112,47,67,5154,56.63736263736264,0.5982142857142857,1.3958333333333333,0,0.0001289494532698,1.540047e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,26-35,1,114,Movies,South,1,Tablet,Standard,Monthly,True,115,47,61,4362,47.934065934065934,0.5304347826086957,1.2708333333333333,0,0.0003289644483266,1.3292606e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,18-25,0,0,Movies,East,4,Mobile,Standard,Quarterly,True,94,47,71,5348,58.76923076923077,0.7553191489361702,1.4791666666666667,0,0.0006076960062628,5.5855775e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,51+,1,86,Documentaries,North,1,Tablet,Standard,Monthly,True,99,50,57,4565,51.875,0.5757575757575758,1.1176470588235294,0,0.0086986236880288,5.6504913e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,0,0,Movies,North,4,Smart TV,Basic,Monthly,True,97,47,39,1224,13.45054945054945,0.4020618556701031,0.8125,0,0.0020876752653947,1.2246778e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,18-25,1,106,TV Shows,Central,4,Smart TV,Standard,Monthly,True,75,47,61,4378,48.10989010989011,0.8133333333333334,1.2708333333333333,0,0.0144378745325207,1.647585e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,1,99,Sports,West,5,Smart TV,Standard,Quarterly,True,52,47,63,5058,55.582417582417584,1.2115384615384617,1.3125,0,0.0542222353072597,3.1711937e-05,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Premium,26-35,1,131,Sports,East,2,Smart TV,Premium,Monthly,False,131,100,26,3178,83.63157894736842,0.1984732824427481,0.2574257425742574,0,0.5764881958678372,1.4256404e-09,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Standard,36-50,1,44,Documentaries,Central,4,Mobile,Standard,Annually,True,105,47,65,5118,56.24175824175824,0.6190476190476191,1.3541666666666667,0,0.0003177144395954,1.1300072e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,18-25,1,47,Movies,Central,3,Mobile,Standard,Quarterly,False,108,47,63,4445,48.84615384615385,0.5833333333333334,1.3125,0,0.0003360837066526,6.936192e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,18-25,1,160,Sports,North,4,Web Browser,Premium,Annually,True,107,47,58,6622,72.76923076923077,0.5420560747663551,1.2083333333333333,0,0.0009416014822731,6.1040795e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,0,0,Documentaries,Central,4,Smart TV,Basic,Annually,True,52,47,46,1614,17.736263736263737,0.8846153846153846,0.9583333333333334,0,0.0955474334241031,9.642558e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,0,0,Movies,North,2,Smart TV,Basic,Monthly,True,86,47,44,1426,15.67032967032967,0.5116279069767442,0.9166666666666666,0,0.0072574485936734,4.1567674e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,51+,1,117,TV Shows,Central,5,Smart TV,Standard,Annually,True,134,47,63,4744,52.13186813186813,0.4701492537313433,1.3125,0,1.1791717104277156e-05,3.593634e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,0,0,Movies,South,3,Web Browser,Basic,Monthly,True,114,47,46,1552,17.054945054945055,0.4035087719298245,0.9583333333333334,0,0.0003466217353728,4.418804e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,1,101,Movies,East,5,Mobile,Standard,Monthly,True,137,47,65,4907,53.92307692307692,0.4744525547445255,1.3541666666666667,0,1.1112409817423637e-05,4.8997865e-11,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,26-35,0,0,Documentaries,East,5,Mobile,Premium,Annually,True,68,47,70,8097,88.97802197802197,1.0294117647058822,1.4583333333333333,0,0.0127734978967143,1.5025587e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,36-50,0,0,Documentaries,North,3,Mobile,Standard,Annually,True,76,47,57,4435,48.73626373626374,0.75,1.1875,0,0.0087288057261118,9.575688e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,0,0,Documentaries,South,5,Smart TV,Standard,Annually,True,68,47,65,4981,54.73626373626374,0.9558823529411764,1.3541666666666667,0,0.0053972301052049,2.8407803e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Premium,18-25,0,0,Sports,South,2,Smart TV,Premium,Monthly,True,106,47,65,8064,88.61538461538461,0.6132075471698113,1.3541666666666667,0,0.0005329647284884,7.2306428e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,26-35,1,99,Documentaries,East,5,Mobile,Premium,Annually,True,66,47,70,8097,88.97802197802197,1.0606060606060606,1.4583333333333333,0,0.0247610191605913,4.4024466e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,18-25,0,0,Sports,East,4,Tablet,Basic,Monthly,True,109,47,40,1472,16.175824175824175,0.3669724770642202,0.8333333333333334,0,0.0011567268551754,1.884996e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,51+,1,120,Movies,North,1,Web Browser,Standard,Annually,True,78,47,65,4587,50.40659340659341,0.8333333333333334,1.3541666666666667,0,0.0109197944630382,9.742916e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,26-35,1,25,Movies,East,4,Mobile,Basic,Monthly,True,83,47,46,1585,17.417582417582416,0.5542168674698795,0.9583333333333334,0,0.0104554007570138,5.849271e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,0,0,Documentaries,East,3,Web Browser,Basic,Quarterly,False,100,77,27,1048,17.18032786885246,0.27,0.3461538461538461,0,0.5955210032797186,5.4234706e-06,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Standard,26-35,1,55,Movies,South,5,Mobile,Standard,Monthly,True,67,47,66,4668,51.2967032967033,0.9850746268656716,1.375,0,0.0128878909005337,4.5775835e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,51+,0,0,Movies,South,3,Mobile,Basic,Annually,True,70,47,44,1432,15.736263736263735,0.6285714285714286,0.9166666666666666,0,0.0209254108642503,1.6346434e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,51+,1,43,Movies,North,1,Web Browser,Standard,Annually,True,103,47,65,4587,50.40659340659341,0.6310679611650486,1.3541666666666667,0,0.0006656947338873,5.6103033e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,36-50,1,33,Documentaries,East,5,Web Browser,Basic,Quarterly,False,85,66,38,1428,19.83333333333333,0.4470588235294118,0.5671641791044776,0,0.5556186977842832,2.9159228e-05,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Premium,18-25,1,91,Movies,East,4,Mobile,Premium,Quarterly,True,115,47,71,8709,95.7032967032967,0.6173913043478261,1.4791666666666667,0,0.0002892742431442,4.0838036e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,51+,0,0,Movies,Central,4,Mobile,Basic,Monthly,False,133,47,45,1457,16.01098901098901,0.3383458646616541,0.9375,0,3.57024350571119e-05,1.9159396e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,1,40,Documentaries,Central,4,Smart TV,Basic,Annually,True,89,47,46,1614,17.736263736263737,0.5168539325842697,0.9583333333333334,0,0.0028456809851883,3.965458e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,36-50,0,0,Documentaries,Central,3,Smart TV,Premium,Quarterly,True,105,47,59,6954,76.41758241758242,0.5619047619047619,1.2291666666666667,0,0.0012045983335935,2.3843356e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,36-50,1,49,TV Shows,South,2,Smart TV,Basic,Quarterly,True,136,47,50,1766,19.406593406593405,0.3676470588235294,1.0416666666666667,0,2.554161258805428e-05,5.7376156e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,1,55,Sports,West,5,Mobile,Basic,Monthly,True,88,47,44,1555,17.087912087912088,0.5,0.9166666666666666,0,0.0036797127258511,7.3248213e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,36-50,0,0,Documentaries,North,3,Mobile,Premium,Monthly,True,69,47,62,7107,78.0989010989011,0.8985507246376812,1.2916666666666667,0,0.0432107559530838,8.295819e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,26-35,1,55,TV Shows,East,2,Mobile,Basic,Monthly,True,97,47,49,1829,20.0989010989011,0.5051546391752577,1.0208333333333333,0,0.0023734288465901,6.033229e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,1,44,Sports,East,3,Mobile,Basic,Monthly,True,106,47,54,1895,20.824175824175825,0.5094339622641509,1.125,0,0.0004276845118653,1.3872444e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,26-35,1,121,TV Shows,East,3,Smart TV,Premium,Monthly,True,49,47,63,7687,84.47252747252747,1.2857142857142858,1.3125,0,0.3717098622966455,0.00044577176,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,1,78,Documentaries,North,3,Mobile,Standard,Monthly,True,97,47,62,4806,52.81318681318681,0.6391752577319587,1.2916666666666667,0,0.0011036163819434,9.367629e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,18-25,1,118,Documentaries,East,1,Mobile,Premium,Quarterly,False,103,90,33,3558,74.125,0.3203883495145631,0.3626373626373626,0,0.9275413636695088,0.00027746614,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Basic,18-25,0,0,Sports,East,3,Web Browser,Basic,Monthly,True,53,47,40,1444,15.868131868131869,0.7547169811320755,0.8333333333333334,0,0.3762458550986093,0.00048876874,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,1,45,Movies,Central,2,Smart TV,Standard,Annually,True,75,47,62,4607,50.62637362637363,0.8266666666666667,1.2916666666666667,0,0.0084064693355903,2.5798636e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,0,0,Documentaries,West,5,Smart TV,Standard,Monthly,False,79,47,62,4328,47.56043956043956,0.7848101265822784,1.2916666666666667,0,0.0026231585401111,4.0995936e-09,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Premium,18-25,1,99,Sports,East,1,Web Browser,Premium,Annually,True,63,47,66,8105,89.06593406593407,1.0476190476190477,1.375,0,0.1242397531019397,3.8316766e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,18-25,0,0,TV Shows,South,5,Mobile,Basic,Monthly,True,100,47,48,1507,16.560439560439562,0.48,1.0,0,0.0006732922739668,4.9434887e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,1,97,Documentaries,East,2,Tablet,Standard,Monthly,True,113,47,66,4997,54.91208791208791,0.584070796460177,1.375,0,0.0003617384358035,1.4396274e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,1,49,Documentaries,East,1,Smart TV,Basic,Annually,True,106,47,46,1635,17.967032967032967,0.4339622641509434,0.9583333333333334,0,0.000731433058784,7.4616834e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,36-50,1,69,Sports,North,4,Tablet,Premium,Quarterly,True,135,47,63,7882,86.61538461538461,0.4666666666666667,1.3125,0,6.19648343693957e-05,8.439405e-11,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,26-35,1,62,Documentaries,South,2,Smart TV,Standard,Annually,True,86,47,56,4249,46.69230769230769,0.6511627906976745,1.1666666666666667,0,0.0034074583327645,1.14544525e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,36-50,1,119,Documentaries,North,3,Smart TV,Standard,Annually,True,49,47,65,4920,54.06593406593407,1.326530612244898,1.3541666666666667,0,0.1104711740165277,0.000120041885,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,51+,1,64,TV Shows,East,2,Smart TV,Standard,Quarterly,True,83,47,61,4493,49.37362637362637,0.7349397590361446,1.2708333333333333,0,0.0082717232912848,6.5818455e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,18-25,0,0,Movies,West,3,Smart TV,Basic,Annually,True,61,47,51,1685,18.51648351648352,0.8360655737704918,1.0625,0,0.0228104510694734,6.9163557e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,1,36,Movies,Central,4,Smart TV,Basic,Annually,True,136,47,50,1665,18.296703296703296,0.3676470588235294,1.0416666666666667,0,1.1031266277516406e-05,1.643591e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,1,81,Movies,West,4,Smart TV,Standard,Annually,True,82,47,61,4791,52.64835164835165,0.7439024390243902,1.2708333333333333,0,0.0025874903233997,3.902494e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,0,0,Movies,West,4,Smart TV,Standard,Annually,True,97,47,61,4791,52.64835164835165,0.6288659793814433,1.2708333333333333,0,0.0003257097803107,5.3181552e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,36-50,1,19,TV Shows,South,2,Smart TV,Basic,Quarterly,True,92,47,50,1766,19.406593406593405,0.5434782608695652,1.0416666666666667,0,0.0031195875106252,1.3527287e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,36-50,1,47,Documentaries,North,1,Mobile,Standard,Monthly,True,107,47,70,5421,59.57142857142857,0.6542056074766355,1.4583333333333333,0,0.000353237386703,1.5696888e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,26-35,1,71,Movies,East,3,Smart TV,Standard,Monthly,True,90,47,64,4864,53.45054945054945,0.7111111111111111,1.3333333333333333,0,0.0025230665073702,3.814986e-09,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,36-50,1,59,Movies,East,4,Mobile,Basic,Annually,True,112,47,52,1765,19.395604395604398,0.4642857142857143,1.0833333333333333,0,0.0002219447954428,8.489231e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,1,33,Sports,South,5,Mobile,Basic,Annually,False,98,47,54,1872,20.571428571428573,0.5510204081632653,1.125,0,0.0003500206561598,4.101127e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,36-50,0,0,Documentaries,East,5,Smart TV,Basic,Quarterly,True,88,47,39,1434,15.75824175824176,0.4431818181818182,0.8125,0,0.0088610475730806,3.9966603e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
